"DOI","openalex_id","Year","Authors","Title","Journal","Open Access"
"10.1007/s10608-019-10018-x","https://openalex.org/W2927341132",2019,"Friederike Raeder; Marcella L. Woud; Silvia Schneider; Christina Totzeck; Dirk Adolph; Jürgen Margraf","Reactivation and Evaluation of Mastery Experiences Promotes Exposure Benefit in Height Phobia","Cognitive Therapy and Research",FALSE
"10.1038/s41598-020-61004-3","https://openalex.org/W3010450807",2020,"Friederike Raeder; Christian J. Merz; Jürgen Margraf","The association between fear extinction, the ability to accomplish exposure and exposure therapy outcome in specific phobia","Scientific Reports",TRUE
"10.1186/s13063-016-1596-6","https://openalex.org/W2525213800",2016,"Timo Brockmeyer; Ulrike Schmidt; Hans-Christoph Friederich","The ABBA study – approach bias modification in bulimia nervosa and binge eating disorder: study protocol for a randomised controlled trial","Trials",TRUE
"10.1002/jts.22615","https://openalex.org/W3097305575",2020,"Schahryar Kananian; Yasaman Soltani; Devon E. Hinton; Ulrich Stangier","Culturally Adapted Cognitive Behavioral Therapy Plus Problem Management (CA‐CBT+) With Afghan Refugees: A Randomized Controlled Pilot Study","Journal of Traumatic Stress",TRUE
"10.1002/eat.23024","https://openalex.org/W2911821707",2019,"Timo Brockmeyer; Hans-Christoph Friederich; Carolyn Küppers; Sharmain Chowdhury; Louisa Harms; Jess Simmonds; Gemma Gordon; Rachel Potterton; Ulrike Schmidt","Approach bias modification training in bulimia nervosa and binge‐eating disorder: A pilot randomized controlled trial","International Journal of Eating Disorders",TRUE
"10.1080/10503307.2017.1397796","https://openalex.org/W2770393773",2019,"Martin Grosse Holtforth; Tobias Krieger; Johannes Zimmermann; David Altenstein-Yamanaka; Nadja Dörig; Laurence Meisch; Adele M. Hayes","A randomized-controlled trial of cognitive–behavioral therapy for depression with integrated techniques from emotion-focused and exposure therapies","Psychotherapy Research",FALSE
"10.1037/ccp0000321","https://openalex.org/W2902715856",2018,"Mike Rinck; Reinout W. Wiers; Eni S. Becker; Johannes Lindenmeyer","Relapse prevention in abstinent alcoholics by cognitive bias modification: Clinical effects of combining approach bias modification and attention bias modification.","Journal of Consulting and Clinical Psychology",FALSE
"10.1007/s10608-018-9934-5","https://openalex.org/W2810975606",2018,"Isabel L. Kampmann; Paul M. G. Emmelkamp; Nexhmedin Morina","Does Exposure Therapy Lead to Changes in Attention Bias and Approach-Avoidance Bias in Patients with Social Anxiety Disorder?","Cognitive Therapy and Research",FALSE
"10.1017/s1352465813000672","https://openalex.org/W2120662755",2015,"Franziska Schreiber; Christiane Heimlich; Clea Schweitzer; Ulrich Stangier","Cognitive Therapy for Social Anxiety Disorder: The Impact of the “Self-Focused Attention and Safety Behaviours Experiment” on the Course of Treatment","Behavioural and Cognitive Psychotherapy",FALSE
"10.1159/000365472","https://openalex.org/W2105830385",2014,"Fritz Renner; Arnoud Arntz; Ina Leeuw; Marcus J.H. Huibers","Schematherapie für chronische Depressionen","Verhaltenstherapie",FALSE
"10.1007/s10608-020-10130-3","https://openalex.org/W3049525803",2021,"Victoria Pile; Patrick Smith; Mary Leamy; Abigail Oliver; Simon E. Blackwell; Richard Meiser-Stedman; Barnaby D. Dunn; Emily A. Holmes; Jennifer Y. F. Lau","Harnessing Mental Imagery and Enhancing Memory Specificity: Developing a Brief Early Intervention for Depressive Symptoms in Adolescence","Cognitive Therapy and Research",TRUE
"10.1159/000381574","https://openalex.org/W4294949187",2015,"Michelle Craske","Optimizing Exposure Therapy for Anxiety Disorders: An Inhibitory Learning and Inhibitory Regulation Approach","Verhaltenstherapie",TRUE
"10.1186/s40337-020-00305-4","https://openalex.org/W3039010952",2020,"Silvia Bradatsch; Marlene Dorit Vahl; Rachel Potterton; Gemma Gordon; Ulrike Schmidt; Timo Brockmeyer","Interpretation bias modification to reduce body dissatisfaction – a randomized controlled pilot study in women with elevated weight and shape concerns","Journal of eating disorders",TRUE
"10.1017/s0033291713001748","https://openalex.org/W2145119509",2014,"Birgit Kleim; Frank H. Wilhelm; L Temp; Jürgen Margraf; Brenda K. Wiederhold; Björn Rasch","Sleep enhances exposure therapy","Psychological Medicine",NA
"10.1186/1745-6215-14-68","https://openalex.org/W2147157489",2013,"Johanna Boettcher; Gerhard Andersson; Per Carlbring","Combining attention training with cognitive-behavior therapy in Internet-based self-help for social anxiety: study protocol for a randomized controlled trial","Trials",TRUE
"10.1186/s13063-016-1570-3","https://openalex.org/W2527351982",2016,"Anna E. Kunze; Jaap Lancee; Nexhmedin Morina; Merel Kindt; Arnoud Arntz","Efficacy and mechanisms of imagery rescripting and imaginal exposure for nightmares: study protocol for a randomized controlled trial","Trials",TRUE
"10.1177/1740774517729161","https://openalex.org/W2760545173",2018,"Stephan Heinzel; Michael A. Rapp; Thomas Fydrich; Andreas Ströhle; Christina Terán; Gunnar Kallies; Melanie Schwefel; Andreas Heissel","Neurobiological mechanisms of exercise and psychotherapy in depression: The SPeED study—Rationale, design, and methodological issues","Clinical Trials",FALSE
"10.1024/1422-4917/a000146","https://openalex.org/W2186677017",2012,"Verena Pflug; Sabine Seehagen; Silvia Schneider","Nichts Neues seit dem «kleinen Hans» und dem «kleinen Peter»?","Zeitschrift für Kinder- und Jugendpsychiatrie und Psychotherapie",FALSE
"10.1024/0939-5911/a000721","https://openalex.org/W3195614824",2021,"Matthias Brand; Marc N. Potenza","How Theoretical Models Can Inspire Advances in Research and Clinical Practice: The Example of Behavioral Addictions","Sucht",TRUE
"10.1002/eat.23280","https://openalex.org/W3026328329",2020,"Fanny Alexandra Dietel; Carina Zache; Paul-Christian Bürkner; Johanna Schulte; Martin Möbius; Annika Bischof; Sabine Wilhelm; Ulrike Buhlmann","Internet‐based interpretation bias modification for body dissatisfaction: A three‐armed randomized controlled trial","International Journal of Eating Disorders",TRUE
"10.32872/cpe.v1i1.32605","https://openalex.org/W2932977929",2019,"Winfried Rief; Jutta Joormann","Revisiting the Cognitive Model of Depression: The Role of Expectations","Clinical psychology in Europe",TRUE
"10.1026//0943-8149.9.4.168","https://openalex.org/W2071116019",2001,"Rolf Manz; Juliane Junge; Jürgen Margraf","Prävention von Angst und Depression bei Jugendlichen","Zeitschrift für Gesundheitspsychologie",FALSE
"10.1159/000293364","https://openalex.org/W2047163611",2010,"Nikola Stenzel; Stefan Krumm; Winfried Rief","Therapieplanung mithilfe des Interviews zur operationalisierten Fertigkeitsdiagnostik (OFD)","Verhaltenstherapie",FALSE
"10.1093/clipsy.9.3.312","https://openalex.org/W2142516096",2002,"Dietmar Schulte; Georg H. Eifert","What to do when manuals fail? The dual model of psychotherapy.","Clinical Psychology-science and Practice",FALSE
"10.1055/s-0029-1202781","https://openalex.org/W2410899317",2009,"Arolt; Zwanzger P; Ströhle A; Alfons O. Hamm; Gerlach A; Tilo Kircher; Deckert J","Das Forschungsnetzwerk PANIC-NET – Von einem besseren Verständnis neurobiologischer Mechanismen der Furchtregulation zu effektiverer psychotherapeutischer Behandlung in der Praxis","Psychotherapie Psychosomatik Medizinische Psychologie",FALSE
"10.3389/fpsyg.2017.00009","https://openalex.org/W2576683340",2017,"Tobias Kube; Winfried Rief; Julia Anna Glombiewski","On the Maintenance of Expectations in Major Depression – Investigating a Neglected Phenomenon","Frontiers in Psychology",TRUE
"10.1111/papt.12254","https://openalex.org/W2977292911",2019,"Silja Signer; Rafael Estermann Jansen; Rainer Sachse; Franz Caspar; Ueli Kramer","Social interaction patterns, therapist responsiveness, and outcome in treatments for borderline personality disorder","British Journal of Medical Psychology",NA
"10.2196/16450","https://openalex.org/W3087408985",2020,"Kiona K. Weisel; Anna-Carlotta Zarski; Thomas Berger; Tobias Krieger; Christian Moser; Michael Schaub; Dennis Görlich; Matthias Berking; David S. Ebert","User Experience and Effects of an Individually Tailored Transdiagnostic Internet-Based and Mobile-Supported Intervention for Anxiety Disorders: Mixed-Methods Study","Journal of Medical Internet Research",TRUE
"10.1371/journal.pone.0226937","https://openalex.org/W2999056085",2020,"Yvonne Kaussner; A. M. Kuraszkiewicz; S. Schoch; Petra Markel; S Hoffmann; R. Baur-Streubel; R Kenntner-Mabiala; Paul M. G. Emmelkamp","Treating patients with driving phobia by virtual reality exposure therapy – a pilot study","PLOS ONE",TRUE
"10.1186/s13063-019-3815-4","https://openalex.org/W2998958161",2020,"Artjom Frick; Isabel Thinnes; Ulrich Stangier","Metta-based group meditation and individual cognitive behavioral therapy (MeCBT) for chronic depression: study protocol for a randomized controlled trial","Trials",TRUE
"10.1037/ccp0000502","https://openalex.org/W3019018172",2020,"Juan Martín Gómez Penedo; Alice E. Coyne; Michael J. Constantino; Tobias Krieger; Adele M. Hayes; Martin Grosse Holtforth","Theory-specific patient change processes and mechanisms in different cognitive therapies for depression.","Journal of Consulting and Clinical Psychology",FALSE
"10.1186/s13063-020-4229-z","https://openalex.org/W3016620754",2020,"Ueli Kramer; Loris Grandjean; Hélène Beuchat; Stéphane Kolly; Philippe Conus; Yves de Roten; Bogdan Draganski; Jean-Nicolas Despland","Mechanisms of change in brief treatments for borderline personality disorder: a protocol of a randomized controlled trial","Trials",TRUE
"10.1159/000501621","https://openalex.org/W2975652139",2019,"Maria Kleinstäuber; Christine Allwang; Josef Bailer; Matthias Berking; Christian A. Brünahl; Maja Erkic; Harald Gitzen; Mario Gollwitzer; Japhia-Marie Gottschalk; Jens Heider; Andrea Hermann; Claas Lahmann; Bernd Löwe; Alexandra Martin; Jörn Rau; Annette Schröder; Johannes Schwabe; Jeanine Schwarz; Rudolf Stark; Frauke Dorothee Weiss; Winfried Rief","Cognitive Behaviour Therapy Complemented with Emotion Regulation Training for Patients with Persistent Physical Symptoms: A Randomised Clinical Trial","Psychotherapy and Psychosomatics",FALSE
"10.1002/ejp.1326","https://openalex.org/W2897198644",2019,"Lea Schemer; Andreas Schroeder; Eva Ørnbøl; Julia Anna Glombiewski","Exposure and cognitive-behavioural therapy for chronic back pain: An RCT on treatment processes","European Journal of Pain",FALSE
"10.3389/fpsyg.2018.00074","https://openalex.org/W2789825512",2018,"Luca Ostacoli; Sara Carletto; Marco Cavallo; Paula Baldomir-Gago; Giorgio Di Lorenzo; Isabel Fernandez; Michael Hase; Ania Justo-Alonso; Maria Lehnung; Giuseppe Migliaretti; Francesco Oliva; Marco Pagani; Susana Recarey-Eiris; Riccardo Torta; Visal Tumani; Ana Isabel González-Vázquez; Arne Hofmann","Comparison of Eye Movement Desensitization Reprocessing and Cognitive Behavioral Therapy as Adjunctive Treatments for Recurrent Depression: The European Depression EMDR Network (EDEN) Randomized Controlled Trial","Frontiers in Psychology",TRUE
"10.3389/fpsyt.2018.00159","https://openalex.org/W2802563004",2018,"Falk Leichsenring; Allan Abbass; Mark J. Hilsenroth; Patrick Luyten; Thomas Munder; Sven Rabung; Christiane Steinert","“Gold Standards,” Plurality and Monocultures: The Need for Diversity in Psychotherapy","Frontiers in Psychiatry",TRUE
"10.1016/j.jpsychires.2018.03.001","https://openalex.org/W2793652765",2018,"Sophie Bischoff; Gesine Wieder; Franziska Einsle; Moritz Bruno Petzold; Christiane Janßen; Jennifer Mumm; Hans-Ulrich Wittchen; Thomas Fydrich; Jens Plag; Andreas Ströhle","Running for extinction? Aerobic exercise as an augmentation of exposure therapy in panic disorder with agoraphobia","Journal of Psychiatric Research",FALSE
"10.1097/j.pain.0000000000001134","https://openalex.org/W2772342374",2018,"Jiaxi Lin; Laura-Isabelle Klatt; Lance M. McCracken; Harald Baumeister","Psychological flexibility mediates the effect of an online-based acceptance and commitment therapy for chronic pain: an investigation of change processes","Pain",NA
"10.1016/j.jad.2018.06.025","https://openalex.org/W2805945249",2018,"Janna N. Vrijsen; Verena S. Fischer; Bernhard W. Müller; Norbert Scherbaum; Eni S. Becker; Mike Rinck; Indira Tendolkar","Cognitive bias modification as an add-on treatment in clinical depression: Results from a placebo-controlled, single-blinded randomized control trial","Journal of Affective Disorders",FALSE
"10.1136/bmjopen-2017-019964","https://openalex.org/W2810908016",2018,"Marcella L. Woud; Simon E. Blackwell; Jan Christopher Cwik; Juergen Margraf; Emily A. Holmes; Susann Steudte-Schmiedgen; Stephan Herpertz; Henrik Kessler","Augmenting inpatient treatment for post-traumatic stress disorder with a computerised cognitive bias modification procedure targeting appraisals (CBM-App): protocol for a randomised controlled trial","BMJ Open",TRUE
"10.1055/s-0043-104768","https://openalex.org/W2629248379",2017,"Katharina Radziej; Gabriele Schmid-Mühlbauer; Karina Limburg; Claas Lahmann","Psychotherapie bei Schwindelerkrankungen – Eine störungsorientierte Gruppenbehandlung für angst-, depressions- und somatoform betonten Schwindel","Psychotherapie Psychosomatik Medizinische Psychologie",FALSE
"10.1007/s11920-016-0667-4","https://openalex.org/W2264174644",2016,"Ulrich Stangier","New Developments in Cognitive-Behavioral Therapy for Social Anxiety Disorder","Current Psychiatry Reports",FALSE
"10.1007/s00278-016-0112-5","https://openalex.org/W2494517616",2016,"Jürgen Brunner","Psychotherapie oder Psychopharmakotherapie oder Kombinationstherapie?","Psychotherapeut",FALSE
"10.1016/j.janxdis.2016.10.008","https://openalex.org/W2534296087",2016,"Julian Wiemer; Paul M. G. Emmelkamp","How fear-relevant illusory correlations might develop and persist in anxiety disorders: A model of contributing factors","Journal of Anxiety Disorders",FALSE
"10.1186/s12888-016-1136-7","https://openalex.org/W2550470625",2016,"Anna Babl; Martin Grosse Holtforth; Sara Heer; Mu Lin; Annabarbara Stähli; Dominique Hans Holstein; Martina Belz; Yvonne Egenolf; Eveline Frischknecht; Fabian Ramseyer; Daniel Regli; Emma Schmied; Christoph Flückiger; Jeannette Brodbeck; Thomas Berger; Franz Caspar","Psychotherapy integration under scrutiny: investigating the impact of integrating emotion-focused components into a CBT-based approach: a study protocol of a randomized controlled trial","BMC Psychiatry",TRUE
